chunk_id,source_file,page,category,content
SP-0062,ACRAppropriatenessCriteria.pdf,6,clinical_guidelines,"follow-up CTA is useful in suspected cases of intracranial aneurysm (ruptured or unruptured), 
arterial dissection, and RCVS [10-12,18].
Variant 1: Sudden onset severe headache that reaches maximal severity within one hour. 
Initial imaging.  
F. CTV head with IV contrast
There is no relevant literature to support the use of CT venography (CTV) head with IV contrast in 
the initial imaging evaluation of TCH. Following initial evaluation with a noncontrast head CT, head"
SP-0063,ACRAppropriatenessCriteria.pdf,7,clinical_guidelines,"CTV can be useful when there are clinical or imaging findings suspicious for CVT, which is a less 
common cause of TCH [11,13].
Variant 1: Sudden onset severe headache that reaches maximal severity within one hour. 
Initial imaging.  
G. MRA head with IV contrast
There is no relevant literature to support the use of MR angiography (MRA) head with IV contrast 
in the initial imaging evaluation of TCH.
Variant 1: Sudden onset severe headache that reaches maximal severity within one hour. 
Initial imaging.  
H. MRA head without and with IV contrast
There is no relevant literature to support the use of MRA head without and with IV contrast in the 
initial imaging evaluation of TCH.
Variant 1: Sudden onset severe headache that reaches maximal severity within one hour. 
Initial imaging."
SP-0064,ACRAppropriatenessCriteria.pdf,7,clinical_guidelines,"initial imaging evaluation of TCH.
Variant 1: Sudden onset severe headache that reaches maximal severity within one hour. 
Initial imaging.  
I. MRA head without IV contrast
There is no relevant literature to support the use of MRA head without IV contrast in the initial 
imaging evaluation of TCH. However, similar to head CTA, brain MRA can be obtained as a follow-
up imaging study when there are clinical or imaging findings concerning for aneurysm, dissection, 
RCVS, or AVM [11].
Variant 1: Sudden onset severe headache that reaches maximal severity within one hour. 
Initial imaging.  
J. MRI head with IV contrast
There is no relevant literature to support the use of MRI head with IV contrast in the initial imaging 
evaluation of TCH."
SP-0065,ACRAppropriatenessCriteria.pdf,7,clinical_guidelines,"There is no relevant literature to support the use of MRI head with IV contrast in the initial imaging 
evaluation of TCH.
Variant 1: Sudden onset severe headache that reaches maximal severity within one hour. 
Initial imaging.  
K. MRI head without and with IV contrast
There is no relevant literature to support the use of MRI head without and with IV contrast in the 
initial imaging evaluation of TCH; it may have utility in follow-up evaluation after initial 
neuroimaging.
 
Contrast-enhanced brain MRI can be useful in the diagnosis of SIH, pituitary apoplexy, and 
intraventricular colloid cyst, which are rare causes of TCH [11].
 
High-resolution MRI using vessel wall imaging may be useful in differentiating various vasculitides"
SP-0066,ACRAppropriatenessCriteria.pdf,7,clinical_guidelines,"High-resolution MRI using vessel wall imaging may be useful in differentiating various vasculitides 
from RCVS and in identifying dissection of the intracranial vessels, compared with standard MRI. 
For example, recent studies have demonstrated concentric thickening of the vessel wall with 
minimal or no enhancement in RCVS, compared with more eccentric wall thickening and significant 
wall enhancement in cases of vasculitis [12]. In addition, vessel wall imaging can be used to help 
identify the ruptured lesion when initial CTA reveals multiple aneurysms [11].
Variant 1: Sudden onset severe headache that reaches maximal severity within one hour. 
Initial imaging.  
L. MRI head without IV contrast"
SP-0067,ACRAppropriatenessCriteria.pdf,8,clinical_guidelines,"There is no relevant literature to support the use of MRI head without IV contrast in the initial 
imaging evaluation of TCH; it may have utility in follow-up evaluation after initial neuroimaging.
 
Brain MRI has been shown to have high sensitivity for SAH when using fluid-attenuated inversion 
recovery (FLAIR) and T2* or susceptibility-weighted images, especially in the acute phase. FLAIR 
has been demonstrated to be useful for detecting peripheral or sulcal SAH, and T2* has been 
demonstrated to be useful for detecting cisternal or intraventricular hemorrhage. However, other 
studies have identified additional causes of sulcal FLAIR hyperintensity, which is therefore not a 
specific finding for SAH. Brain MRI has higher contrast resolution than head CT, and as a follow-up"
SP-0068,ACRAppropriatenessCriteria.pdf,8,clinical_guidelines,"specific finding for SAH. Brain MRI has higher contrast resolution than head CT, and as a follow-up 
examination, it can help delineate parenchymal changes from various other non-SAH etiologies of 
TCH including RCVS, CVT, and pituitary apoplexy [13,19,20].
Variant 1: Sudden onset severe headache that reaches maximal severity within one hour. 
Initial imaging.  
M. MRV head with IV contrast
There is no relevant literature to support the use of MR venography (MRV) head with IV contrast in 
the initial imaging evaluation of TCH. Brain MRV can be used as a follow-up imaging study in cases 
of suspected CVT [11].
Variant 1: Sudden onset severe headache that reaches maximal severity within one hour. 
Initial imaging.  
N. MRV head without and with IV contrast"
SP-0069,ACRAppropriatenessCriteria.pdf,8,clinical_guidelines,"Variant 1: Sudden onset severe headache that reaches maximal severity within one hour. 
Initial imaging.  
N. MRV head without and with IV contrast
There is no relevant literature to support the use of MRV head without and with IV contrast in the 
initial imaging evaluation of TCH. Brain MRV can be used as a follow-up imaging study in cases of 
suspected CVT [11].
Variant 1: Sudden onset severe headache that reaches maximal severity within one hour. 
Initial imaging.  
O. MRV head without IV contrast
There is no relevant literature to support the use of MRV head without IV contrast in the initial 
imaging evaluation of TCH. Brain MRV can be used as a follow-up imaging study in cases of 
suspected CVT [11]."
SP-0070,ACRAppropriatenessCriteria.pdf,8,clinical_guidelines,"imaging evaluation of TCH. Brain MRV can be used as a follow-up imaging study in cases of 
suspected CVT [11].
Variant 2: Primary migraine or tension-type headache. Normal neurologic examination. 
Initial imaging.
In a single year, more than half of the adult population suffers from a headache, most often a 
primary headache such as TTH and migraine, with a prevalence of 21% and 15%, respectively [21]. 
Based on the 2016 Global Burden of Diseases study, TTHs and migraines have been ranked in the 
top 10 causes, with the greatest prevalence. Moreover, migraines are ranked as the second leading 
cause of years living with disability, especially in high-income, high-middle-income, and middle-
socio-demographic index quintile countries. Migraine was also ranked as the second leading cause"
SP-0071,ACRAppropriatenessCriteria.pdf,8,clinical_guidelines,"socio-demographic index quintile countries. Migraine was also ranked as the second leading cause 
of years living with disability for women in 35 countries [22]. Two major types of migraines are 
documented: migraine with aura and migraine without aura. Although less disabling than migraine, 
TTH has a higher lifetime prevalence of 30% to 78% and, therefore, a high socioeconomic impact. 
The clinical criteria classify TTH into subtypes based on the frequency of headaches (number of 
days per month) and the presence or absence of pericranial tenderness [23].
 
Despite the clinical and social impact of the 2 most common primary headaches, various studies"
SP-0072,ACRAppropriatenessCriteria.pdf,9,clinical_guidelines,"have demonstrated very few significant structural abnormalities on neuroimaging in patients 
presenting to the emergency department and outpatient clinics. The HUNT MRI study performed 
in middle-aged patients demonstrated that headache sufferers in general demonstrated an 
increased incidence of intracranial abnormalities, mostly attributed to small nonspecific white 
matter hyperintensities. This association was near zero when white matter hyperintensities were 
removed from the analysis [21]. Studies were also conducted examining the incidence of 
intracranial abnormalities in patients suffering from migraine with and without aura. It was found 
that patients with migraine with aura were imaged more frequently and demonstrated an"
SP-0073,ACRAppropriatenessCriteria.pdf,9,clinical_guidelines,"that patients with migraine with aura were imaged more frequently and demonstrated an 
increased incidence of minor intracranial abnormalities such as lacunar infarcts and microvascular 
ischemic changes. No abnormalities were detected that were of major clinical significance [24]. A 
study performed in China in 2018 examined 1,070 healthy control patients and 1,070 primary 
headache sufferers; imaging evaluation included either CT or MRI and found no statistical 
difference in the detection of intracranial abnormalities: 0.58% in patients with headache and 
0.78% in healthy controls [25].
 
The United States Headache Consortium considers ”significant” abnormalities as those that require 
further action. A study in Spain analyzed the imaging studies of 1,876 patients presenting with"
SP-0074,ACRAppropriatenessCriteria.pdf,9,clinical_guidelines,"further action. A study in Spain analyzed the imaging studies of 1,876 patients presenting with 
primary headaches: 49% of patients presenting with TTH and 53.4% of patients with migraines. 
This study also demonstrated a very low incidence of ""significant” abnormalities: 0.4% in cases of 
TTH and 0.8% in cases of migraine. The caveat presented in this study was the lack of a screening 
process for appropriate imaging; the article mentions the impact of patient satisfaction as a factor 
in the use of diagnostic imaging [26].
 
The ACR in the Choosing Wisely® campaign (http://www.choosingwisely.org) recommends against 
imaging for primary headache. For patients meeting criteria of these primary headache syndromes,"
SP-0075,ACRAppropriatenessCriteria.pdf,9,clinical_guidelines,"imaging for primary headache. For patients meeting criteria of these primary headache syndromes, 
having no red flags and a normal neurological examination, neuroimaging is not necessary based 
upon the current available data.
Variant 2: Primary migraine or tension-type headache. Normal neurologic examination. 
Initial imaging.  
A. Arteriography cervicocerebral
There is no relevant literature to support the use of cervicocerebral arteriography in the initial 
imaging evaluation of primary migraine or TTH with a normal neurologic examination.
Variant 2: Primary migraine or tension-type headache. Normal neurologic examination. 
Initial imaging.  
B. CT head with IV contrast
There is no relevant literature to support the use of CT head with IV contrast in the initial imaging"
SP-0076,ACRAppropriatenessCriteria.pdf,9,clinical_guidelines,"Initial imaging.  
B. CT head with IV contrast
There is no relevant literature to support the use of CT head with IV contrast in the initial imaging 
evaluation of primary migraine or TTH with a normal neurologic examination.
Variant 2: Primary migraine or tension-type headache. Normal neurologic examination. 
Initial imaging.  
C. CT head without and with IV contrast
There is no relevant literature to support the use of CT head without and with IV contrast in the 
initial imaging evaluation of primary migraine or TTH with a normal neurologic examination.
Variant 2: Primary migraine or tension-type headache. Normal neurologic examination. 
Initial imaging.  
D. CT head without IV contrast"
SP-0077,ACRAppropriatenessCriteria.pdf,10,clinical_guidelines,"There is no relevant literature to support the use of CT head without IV contrast in the initial 
imaging evaluation of primary migraine or TTH with a normal neurologic examination.
 
Most studies demonstrate a very low incidence of clinically significant intracranial abnormalities in 
patients presenting with migraine or TTH and a normal neurological examination [25,26].
Variant 2: Primary migraine or tension-type headache. Normal neurologic examination. 
Initial imaging.  
E. CTA head with IV contrast
There is no relevant literature to support the use of CTA head with IV contrast in the initial imaging 
evaluation of primary migraine or TTH with a normal neurologic examination.
Variant 2: Primary migraine or tension-type headache. Normal neurologic examination. 
Initial imaging."
SP-0078,ACRAppropriatenessCriteria.pdf,10,clinical_guidelines,"Variant 2: Primary migraine or tension-type headache. Normal neurologic examination. 
Initial imaging.  
F. CTV head with IV contrast
There is no relevant literature to support the use of CTV head with IV contrast in the initial imaging 
evaluation of primary migraine or TTH with a normal neurologic examination.
Variant 2: Primary migraine or tension-type headache. Normal neurologic examination. 
Initial imaging.  
G. MRA head with IV contrast
There is no relevant literature to support the use of MRA head with IV contrast in the initial 
imaging evaluation of primary migraine or TTH with a normal neurologic examination.
Variant 2: Primary migraine or tension-type headache. Normal neurologic examination. 
Initial imaging.  
H. MRA head without and with IV contrast"
SP-0079,ACRAppropriatenessCriteria.pdf,10,clinical_guidelines,"Variant 2: Primary migraine or tension-type headache. Normal neurologic examination. 
Initial imaging.  
H. MRA head without and with IV contrast
There is no relevant literature to support the use of MRA head without and with IV contrast in the 
initial imaging evaluation of primary migraine or TTH with a normal neurologic examination.
Variant 2: Primary migraine or tension-type headache. Normal neurologic examination. 
Initial imaging.  
I. MRA head without IV contrast
There is no relevant literature to support the use of MRA head without IV contrast in the initial 
imaging evaluation of primary migraine or TTH with a normal neurologic examination.
 
Brain MRA in primary patients with headache has demonstrated no increased incidence of vascular 
abnormalities [21]."
SP-0080,ACRAppropriatenessCriteria.pdf,10,clinical_guidelines,"Brain MRA in primary patients with headache has demonstrated no increased incidence of vascular 
abnormalities [21].
Variant 2: Primary migraine or tension-type headache. Normal neurologic examination. 
Initial imaging.  
J. MRI head with IV contrast
There is no relevant literature to support the use of MRI head with IV contrast in the initial imaging 
evaluation of primary migraine or TTH with a normal neurologic examination.
Variant 2: Primary migraine or tension-type headache. Normal neurologic examination. 
Initial imaging.  
K. MRI head without and with IV contrast
There is no relevant literature to support the use of MRI head without and with IV contrast in the"
SP-0081,ACRAppropriatenessCriteria.pdf,11,clinical_guidelines,"initial imaging evaluation of primary migraine or TTH with a normal neurologic examination.
Variant 2: Primary migraine or tension-type headache. Normal neurologic examination. 
Initial imaging.  
L. MRI head without IV contrast
There is no relevant literature to support the use of MRI head without IV contrast in the initial 
imaging evaluation of primary migraine or TTH with a normal neurologic examination.
 
Several studies in primary headache sufferers demonstrated no significant increase in the incidence 
of major intracranial abnormalities that would require further action or are clinically significant. The 
most prevalent findings were an increased incidence of small nonspecific white matter"
SP-0082,ACRAppropriatenessCriteria.pdf,11,clinical_guidelines,"most prevalent findings were an increased incidence of small nonspecific white matter 
hyperintensities, especially in TTH [21,24-26]. Imaging techniques continue to evolve and improve, 
and recent developments in advanced MRI techniques are allowing the clinical community to 
better understand the underlying pathophysiology of migraines, which remains less well 
characterized than the clinical phenotype. Early research with novel structural imaging techniques 
such as voxel based morphometry and surface based morphometry suggest consistent variations 
in gray matter volume in regions of the brain responsible for pain processing and modulation in 
patients with migraine and other chronic pain. White matter hyperintensities have been the most"
SP-0083,ACRAppropriatenessCriteria.pdf,11,clinical_guidelines,"patients with migraine and other chronic pain. White matter hyperintensities have been the most 
common minor intracranial abnormality in patients with migraine. Recent studies have investigated 
the correlation of white matter volume changes (eg, corpus callosum) and microstructural 
alterations on diffusion tensor imaging to symptoms in patients with migraine with and without 
aura, especially those with a depressive/anxious comorbidity. Functional neuroimaging studies 
have also been used to investigate the brain activation changes during and between migraine 
attacks. In addition to functional imaging, research using arterial spin labeling imaging to measure 
perfusion without necessitating IV contrast is providing useful insignts into the transient perfusion"
SP-0084,ACRAppropriatenessCriteria.pdf,11,clinical_guidelines,"perfusion without necessitating IV contrast is providing useful insignts into the transient perfusion 
changes during the acute phase of an aura and following an attack. Arterial spin labeling has also 
proved in separating mirgraine with aura from cerebral ischemia, which can have a direct impact 
on clinical decision making. This ongoing research may help us understand attack 
ignition/propagation and provide targets for future therapy [27,28].
Variant 2: Primary migraine or tension-type headache. Normal neurologic examination. 
Initial imaging.  
M. MRV head with IV contrast
There is no relevant literature to support the use of MRV head with IV contrast in the initial 
imaging evaluation of primary migraine or TTH with a normal neurologic examination."
SP-0085,ACRAppropriatenessCriteria.pdf,11,clinical_guidelines,"imaging evaluation of primary migraine or TTH with a normal neurologic examination.
Variant 2: Primary migraine or tension-type headache. Normal neurologic examination. 
Initial imaging.  
N. MRV head without and with IV contrast
There is no relevant literature to support the use of MRV head without and with IV contrast in the 
initial imaging evaluation of primary migraine or TTH with a normal neurologic examination.
Variant 2: Primary migraine or tension-type headache. Normal neurologic examination. 
Initial imaging.  
O. MRV head without IV contrast
There is no relevant literature to support the use of MRV head without IV contrast in the initial 
imaging evaluation of primary migraine or TTH with a normal neurologic examination."
SP-0086,ACRAppropriatenessCriteria.pdf,11,clinical_guidelines,"imaging evaluation of primary migraine or TTH with a normal neurologic examination.
Variant 3: Primary trigeminal autonomic cephalalgias (eg, cluster headache). Initial imaging."
SP-0087,ACRAppropriatenessCriteria.pdf,12,clinical_guidelines,"The ICHD-3 describes TACs as attacks of severe, strictly unilateral pain, which are orbital, 
supraorbital, temporal, or in any combination of these sites, lasting 15 to 180 minutes and 
occurring from once every other day to 8 times a day. Associated symptoms include ipsilateral 
conjunctival injection, lacrimation, nasal congestion, rhinorrhea, forehead and facial sweating, 
miosis, ptosis and/or eyelid edema, with or without restlessness or agitation. This predilection for 
the ophthalmic nerve (V1) distribution and associated autonomic symptoms help differentiate 
TACs from trigeminal neuralgia, which is a different disease. They are further classified as chronic 
or episodic, with 10% to 15% of patients suffering from chronic cluster headaches. Other subtypes"
SP-0088,ACRAppropriatenessCriteria.pdf,12,clinical_guidelines,"or episodic, with 10% to 15% of patients suffering from chronic cluster headaches. Other subtypes 
include paroxysmal hemicranias (2-30 minutes), short-lasting unilateral neuralgiform headache 
attacks (1-600 seconds), hemicrania continua, and probable TAC. The short-lasting unilateral 
headache attacks are further characterized in 2 types: short-lasting unilateral neuralgiform 
headache attacks with conjunctival injection and tearing and short-lasting unilateral neuralgiform 
headache attacks with cranial autonomic symptoms [23]. TACs are, as a group, an uncommon 
primary headache disorder, with cluster headaches being the most common, characterized by a 
prevalence of 0.1% to 0.4% and a male predominance [29,30]."
SP-0089,ACRAppropriatenessCriteria.pdf,12,clinical_guidelines,"prevalence of 0.1% to 0.4% and a male predominance [29,30].
 
The exact pathophysiology of TACs is not well understood; current investigations suggest the 
involvement of the trigeminovascular system, the autonomic nervous system, and the 
hypothalamus. Recent functional and anatomic neuroimaging studies have demonstrated changes 
in the pain neuromatrix including the trigeminal nerve, trigeminovascular complex, and general 
pain system [30]. TACs are a primary headache disorder; however, the differential diagnosis 
includes structural lesions affecting the trigeminal autonomic reflex and pain pathways. Therefore, 
it is usually recommended to rule out a secondary cause of these headaches with neuroimaging."
SP-0090,ACRAppropriatenessCriteria.pdf,12,clinical_guidelines,"it is usually recommended to rule out a secondary cause of these headaches with neuroimaging. 
The most common structural lesions are primary pituitary lesions. Other reported lesions include 
parasellar meningiomas, posterior fossa lesions, vascular lesions such as carotid or vertebral artery 
dissection, cerebral AVMs, and sinus infections. Possible underlying causes of hemicrania continua 
include CVT and intracranial metastases [30-33].
Variant 3: Primary trigeminal autonomic cephalalgias (eg, cluster headache). Initial imaging.  
A. Arteriography cervicocerebral
There is no relevant literature to support the use of cervicocerebral arteriography in the initial 
imaging evaluation of TACs.
Variant 3: Primary trigeminal autonomic cephalalgias (eg, cluster headache). Initial imaging."
SP-0091,ACRAppropriatenessCriteria.pdf,12,clinical_guidelines,"imaging evaluation of TACs.
Variant 3: Primary trigeminal autonomic cephalalgias (eg, cluster headache). Initial imaging.  
B. CT head with IV contrast
There is no relevant literature to support the use of CT head with IV contrast in the initial imaging 
evaluation of TACs.
Variant 3: Primary trigeminal autonomic cephalalgias (eg, cluster headache). Initial imaging.  
C. CT head without and with IV contrast
There is no relevant literature to support the use of CT head without and with IV contrast in the 
initial imaging evaluation of TACs.
Variant 3: Primary trigeminal autonomic cephalalgias (eg, cluster headache). Initial imaging.  
D. CT head without IV contrast
There is no relevant literature to support the use of CT head without IV contrast in the initial 
imaging evaluation of TACs."
SP-0092,ACRAppropriatenessCriteria.pdf,12,clinical_guidelines,"There is no relevant literature to support the use of CT head without IV contrast in the initial 
imaging evaluation of TACs.
Variant 3: Primary trigeminal autonomic cephalalgias (eg, cluster headache). Initial imaging."
SP-0093,ACRAppropriatenessCriteria.pdf,13,clinical_guidelines,"E. CTA head with IV contrast
There is no relevant literature to support the use of CTA head with IV contrast in the initial imaging 
evaluation of TACs; it may have utility in follow-up evaluation after initial neuroimaging.
 
Vascular lesions including carotid/vertebral dissections, AVMs, and aneurysms are a rare, 
secondary cause of TACs [30,31,33]. The European Headache Federation recommends vascular 
imaging especially when 3 consecutive preventative treatments fail [34].
Variant 3: Primary trigeminal autonomic cephalalgias (eg, cluster headache). Initial imaging.  
F. CTV head with IV contrast
There is no relevant literature to support the use of CTV head with IV contrast in the initial imaging"
SP-0094,ACRAppropriatenessCriteria.pdf,13,clinical_guidelines,"F. CTV head with IV contrast
There is no relevant literature to support the use of CTV head with IV contrast in the initial imaging 
evaluation of TACs. Brain CTV can be used as a follow-up imaging study in cases of suspected CVT, 
which is in the differential diagnosis for TACs, especially hemicrania continua. [30,31,33,34].
Variant 3: Primary trigeminal autonomic cephalalgias (eg, cluster headache). Initial imaging.  
G. MRA head with IV contrast
There is no relevant literature to support the use of MRA head with IV contrast in the initial 
imaging evaluation of TACs.
Variant 3: Primary trigeminal autonomic cephalalgias (eg, cluster headache). Initial imaging.  
H. MRA head without and with IV contrast"
SP-0095,ACRAppropriatenessCriteria.pdf,13,clinical_guidelines,"Variant 3: Primary trigeminal autonomic cephalalgias (eg, cluster headache). Initial imaging.  
H. MRA head without and with IV contrast
There is no relevant literature to support the use of MRA head without and with IV contrast in the 
initial imaging evaluation of TACs.
Variant 3: Primary trigeminal autonomic cephalalgias (eg, cluster headache). Initial imaging.  
I. MRA head without IV contrast
There is no relevant literature to support the use of MRA head without IV contrast in the initial 
imaging evaluation of TACs; it may have utility in follow-up evaluation after initial neuroimaging.
Vascular lesions including carotid/vertebral dissections, AVMs, and aneurysms are a rare, 
secondary cause of TACs [30,31,33]. The European Headache Federation recommends vascular"
SP-0096,ACRAppropriatenessCriteria.pdf,13,clinical_guidelines,"secondary cause of TACs [30,31,33]. The European Headache Federation recommends vascular 
imaging especially when 3 consecutive preventative treatments fail [34].
Variant 3: Primary trigeminal autonomic cephalalgias (eg, cluster headache). Initial imaging.  
J. MRI head with IV contrast
There is no relevant literature to support the use of MRI head with IV contrast in the initial imaging 
evaluation of TACs; the most common recommendation for initial imaging evaluation is MRI head 
without and with IV contrast.
Variant 3: Primary trigeminal autonomic cephalalgias (eg, cluster headache). Initial imaging.  
K. MRI head without and with IV contrast
MRI head without and with IV contrast is the most common recommendation for initial imaging"
SP-0097,ACRAppropriatenessCriteria.pdf,13,clinical_guidelines,"K. MRI head without and with IV contrast
MRI head without and with IV contrast is the most common recommendation for initial imaging 
evaluation of TACs; it is useful to help exclude a secondary headache due to a sellar region or 
posterior fossa mass.
 
Structural lesions, especially originating from the pituitary gland, remain the most common 
secondary cause of TACs, especially cluster headaches. In addition, posterior fossa lesions may also 
mimic the symptoms of TACs. Brain MRI including dedicated imaging through the sellar region 
may be useful to exclude pituitary causes of TACs. In addition, routine brain MRI will also be useful 
to exclude other structural lesions such as intracranial neoplasms (meningiomas) and AVMs, which"
SP-0098,ACRAppropriatenessCriteria.pdf,14,clinical_guidelines,"are in the differential diagnosis for TACs [30,31,33,34]. Balanced steady-state–free precession 
sequences can be considered as part of the structureal analysis for TAC and to evaluate potential 
mass effect on the trigeminal nerve. Short-lasting unilateral neuralgiform headache attacks with 
conjunctival injection and tearing may be difficult to differentiate from V1 trigeminal neuralgia, and 
dedicated high-resolution imaging through the brain stem and cranial nerves may also be useful 
to evaluate for trigeminal nerve compression or other pathology [34].
Variant 3: Primary trigeminal autonomic cephalalgias (eg, cluster headache). Initial imaging.  
L. MRI head without IV contrast
There is no relevant literature to support the use of MRI head without IV contrast in the initial"
SP-0099,ACRAppropriatenessCriteria.pdf,14,clinical_guidelines,"L. MRI head without IV contrast
There is no relevant literature to support the use of MRI head without IV contrast in the initial 
imaging evaluation of TACs; the most common recommendation for initial imaging evaluation is 
MRI head without and with IV contrast.
Variant 3: Primary trigeminal autonomic cephalalgias (eg, cluster headache). Initial imaging.  
M. MRV head with IV contrast
There is no relevant literature to support the use of MRV head with IV contrast in the initial 
imaging evaluation of TACs. Brain MRV can be used as a follow-up imaging study in cases of 
suspected CVT, which is in the differential diagnosis for TACs, especially hemicrania continua 
[30,31,33,34].
Variant 3: Primary trigeminal autonomic cephalalgias (eg, cluster headache). Initial imaging."
SP-0100,ACRAppropriatenessCriteria.pdf,14,clinical_guidelines,"[30,31,33,34].
Variant 3: Primary trigeminal autonomic cephalalgias (eg, cluster headache). Initial imaging.  
N. MRV head without and with IV contrast
There is no relevant literature to support the use of MRV head without and with IV contrast in the 
initial imaging evaluation of TACs. Brain MRV can be used as a follow-up imaging study in cases of 
suspected CVT, which is in the differential diagnosis for TACs, especially hemicrania continua 
[30,31,33,34].
Variant 3: Primary trigeminal autonomic cephalalgias (eg, cluster headache). Initial imaging.  
O. MRV head without IV contrast
There is no relevant literature to support the use of MRV head without IV contrast in the initial 
imaging evaluation of TACs. Brain MRV can be used as a follow-up imaging study in cases of"
SP-0101,ACRAppropriatenessCriteria.pdf,14,clinical_guidelines,"imaging evaluation of TACs. Brain MRV can be used as a follow-up imaging study in cases of 
suspected CVT, which is in the differential diagnosis for TACs, especially hemicrania continua 
[30,31,33,34].
Variant 4: Headache with features of intracranial hypertension (eg, papilledema, pulsatile 
tinnitus, visual symptoms worse on Valsalva). Initial imaging.
Headache attributed to increased cerebrospinal fluid (CSF) pressure can be accompanied by 
nausea/vomiting and exacerbated by the Valsalva maneuver (inhibits venous return) or by lying 
down (redistributes CSF into head). Elevated intracranial pressure can be due to various secondary 
etiologies such as structural lesions including mass, hydrocephalus, and venous sinus thrombosis"
SP-0102,ACRAppropriatenessCriteria.pdf,14,clinical_guidelines,"etiologies such as structural lesions including mass, hydrocephalus, and venous sinus thrombosis 
[35]. Primary idiopathic intracranial hypertension (IIH), also known previously as pseudotumor 
cerebri, is characterized as an elevation of intracranial pressure with no identifiable cause. The 
etiology remains unknown. IIH predominantly impacts women, especially obese women of 
childbearing age. The prevalence of IIH in the general population ranges between 0.5 and 2 per 
100,000. Due to the overlap of symptoms with several other primary headache syndromes, IIH is 
likely underdiagnosed. Headache is present in 90% of patients with IIH and is commonly the 
presenting symptom. The diagnostic criteria as per the ICHD-3 includes a documentation of"
SP-0103,ACRAppropriatenessCriteria.pdf,14,clinical_guidelines,"presenting symptom. The diagnostic criteria as per the ICHD-3 includes a documentation of 
intracranial pressure exceeding 250 mm H2O (or 280 mm H2O in obese children). A lumbar 
puncture to document opening pressure remains a required diagnostic tool for the diagnosis of"
SP-0104,ACRAppropriatenessCriteria.pdf,15,clinical_guidelines,"IIH. Physical examination findings such as papilledema is a cardinal feature of IIH. Recognition of 
IIH and treatment is predominantly aimed preserving vision. The role of neuroimaging is mostly to 
exclude secondary causes of elevated intracranial pressure and to aid in the diagnosis of IIH 
[23,35,36]. It can also identify venous outflow problems, which can contribute to elevated 
intracranial pressure in both primary and secondary intracranial hypertension.
Variant 4: Headache with features of intracranial hypertension (eg, papilledema, pulsatile 
tinnitus, visual symptoms worse on Valsalva). Initial imaging.  
A. Arteriography cervicocerebral
There is no relevant literature to support the use of cervicocerebral arteriography in the initial"
SP-0105,ACRAppropriatenessCriteria.pdf,15,clinical_guidelines,"A. Arteriography cervicocerebral
There is no relevant literature to support the use of cervicocerebral arteriography in the initial 
imaging evaluation of headache with features of intracranial hypertension.
Variant 4: Headache with features of intracranial hypertension (eg, papilledema, pulsatile 
tinnitus, visual symptoms worse on Valsalva). Initial imaging.  
B. CT head with IV contrast
There is no relevant literature to support the use of CT head with IV contrast in the initial imaging 
evaluation of headache with features of intracranial hypertension.
Variant 4: Headache with features of intracranial hypertension (eg, papilledema, pulsatile 
tinnitus, visual symptoms worse on Valsalva). Initial imaging.  
C. CT head without and with IV contrast"
SP-0106,ACRAppropriatenessCriteria.pdf,15,clinical_guidelines,"tinnitus, visual symptoms worse on Valsalva). Initial imaging.  
C. CT head without and with IV contrast
There is no relevant literature to support the use of CT head without and with IV contrast in the 
initial imaging evaluation of headache with features of intracranial hypertension.
Variant 4: Headache with features of intracranial hypertension (eg, papilledema, pulsatile 
tinnitus, visual symptoms worse on Valsalva). Initial imaging.  
D. CT head without IV contrast
CT head without IV contrast can be useful in the initial imaging evaluation of headache with 
features of intracranial hypertension. Papilledema is an indicator for elevated intracranial pressure 
and is one of the ""red flags” that has been demonstrated to be a strong predictor of abnormal"
SP-0107,ACRAppropriatenessCriteria.pdf,15,clinical_guidelines,"and is one of the ""red flags” that has been demonstrated to be a strong predictor of abnormal 
imaging findings including structural lesions. Noncontrast head CT can be useful to promptly 
evaluate for a secondary cause of intracranial hypertension, such as mass, edema, or 
hydrocephalus [37].
Variant 4: Headache with features of intracranial hypertension (eg, papilledema, pulsatile 
tinnitus, visual symptoms worse on Valsalva). Initial imaging.  
E. CTA head with IV contrast
There is no relevant literature to support the use of CTA head with IV contrast in the initial imaging 
evaluation of headache with features of intracranial hypertension.
Variant 4: Headache with features of intracranial hypertension (eg, papilledema, pulsatile"
SP-0108,ACRAppropriatenessCriteria.pdf,15,clinical_guidelines,"Variant 4: Headache with features of intracranial hypertension (eg, papilledema, pulsatile 
tinnitus, visual symptoms worse on Valsalva). Initial imaging.  
F. CTV head with IV contrast
Theories regarding the pathophysiology of IIH include venous outflow obstruction leading to 
increased intracranial pressure, which can compress and narrow the distal transverse sinuses. 
Several studies have demonstrated a finding of venous sinus stenosis or thrombosis in patients 
with suspected IIH and patients with chronic headaches, which reinforces the value of venous 
imaging for unexplained headaches, especially when there are features of intracranial hypertension 
[38-40]. Several studies have also demonstrated the increased utility of CTV with IV contrast when"
